DateTime,Entries,UniqueIPs
1579818010,1360,1360
1579819950,1410,1410
1579821860,1424,1424
1579823768,1433,1433
1579825692,1501,1501
1579827673,1538,1538
1579829565,1586,1586
1579831702,1616,1616
1579833611,1673,1673
1579835551,1721,1721
1579837476,1779,1779
1579839375,1823,1823
1579841293,1875,1875
1579843212,1900,1900
1579845125,1928,1928
1579847053,1965,1965
1579848970,1988,1988
1579850898,2004,2004
1579853803,2049,2049
1579855691,2067,2067
1579857612,2117,2117
1579859555,2130,2130
1579861452,2127,2127
1579863379,2073,2073
1579865285,2014,2014
1579867237,2002,2002
1579869139,2067,2067
1579871305,2043,2043
1579873257,2007,2007
1579875136,1985,1985
1579877098,1918,1918
1579879000,1944,1944
1579881156,1890,1890
1579883053,1894,1894
1579884999,1939,1939
1579886895,1967,1967
1579889776,1957,1957
1579891695,1968,1968
1579893627,1950,1950
1579895528,1938,1938
1579897473,1965,1965
1579899371,1981,1981
1579901291,1977,1977
1579904191,1961,1961
1579906125,1948,1948
1579908013,1954,1954
1579909948,1951,1951
1579911851,1911,1911
1579913786,1906,1906
1579915689,1933,1933
1579917674,1969,1969
1579919534,1953,1953
1579921705,1923,1923
1579923613,1888,1888
1579925537,1853,1853
1579927465,1848,1848
1579929373,1854,1854
1579931308,1904,1904
1579933211,1912,1912
1579935128,1918,1918
1579937064,1924,1924
1579938969,1912,1912
1579940891,1913,1913
1579943790,1918,1918
1579945720,1941,1941
1579947609,1954,1954
1579949533,1974,1974
1579951467,2003,2003
1579953391,2043,2043
1579955288,2036,2036
1579958171,2077,2077
1579960107,2091,2091
1579962006,2103,2103
1579963939,2103,2103
1579965864,2066,2066
1579967769,2090,2090
1579969690,2103,2103
1579971663,2063,2063
1579973545,2031,2031
1579975714,2005,2005
1579977610,1969,1969
1579979542,1944,1944
1579981463,1858,1858
1579983376,1843,1843
1579985293,1775,1775
1579987221,1759,1759
1579989128,1738,1738
1579991059,1711,1711
1579992981,1678,1678
1579994887,1665,1665
1579996852,1648,1648
1579998736,1626,1626
1580000900,1594,1594
1580002810,1503,1503
1580004744,1472,1472
1580006652,1441,1441
1580008580,1431,1431
1580010503,1426,1426
1580012421,1413,1413
1580014331,1381,1381
1580016264,1347,1347
1580018169,1270,1270
1580020090,1239,1239
1580022971,1196,1196
1580024907,1182,1182
1580026811,1155,1155
1580028726,1109,1109
1580030661,1066,1066
1580032569,1008,1008
1580034509,965,965
1580037371,789,789
1580039302,923,923
1580041210,1095,1095
1580043127,1118,1118
1580045061,1101,1101
1580046969,1178,1178
1580048884,1218,1218
1580051771,1215,1215
1580053690,1211,1211
1580055638,1174,1174
1580057528,1176,1176
1580059449,1244,1244
1580061385,1268,1268
1580063288,1284,1284
1580065222,1406,1406
1580067168,1425,1425
1580069073,1479,1479
1580070970,1516,1516
1580072920,1579,1579
1580074811,1633,1633
1580076730,1782,1782
1580078972,1923,1923
1580080819,1928,1928
1580082726,1935,1935
1580084651,1953,1953
1580086580,1964,1964
1580088489,1978,1978
1580090453,2000,2000
1580092345,2019,2019
1580094511,2033,2033
1580096430,2042,2042
1580098336,2087,2087
1580100261,2120,2120
1580102196,2127,2127
1580104094,2131,2131
1580106018,2149,2149
1580107925,2200,2200
1580109853,2208,2208
1580111791,2228,2228
1580113688,2249,2249
1580115628,2263,2263
1580117546,2288,2288
1580119713,2301,2301
1580121615,2310,2310
1580123536,2311,2311
1580125465,2244,2244
1580127390,2044,2044
1580129535,2027,2027
1580131452,2038,2038
1580133387,1969,1969
1580135290,1950,1950
1580138189,1976,1976
1580140092,2003,2003
1580142026,2022,2022
1580143928,2021,2021
1580145848,1961,1961
1580147781,1979,1979
1580149687,1984,1984
1580151667,1896,1896
1580153549,1896,1896
1580155719,1855,1855
1580157612,1849,1849
1580159557,1796,1796
1580161452,1767,1767
1580163398,1651,1651
1580165307,1543,1543
1580167211,1562,1562
1580169143,1571,1571
1580171050,1567,1567
1580172985,1571,1571
1580174886,1574,1574
1580177775,1547,1547
1580179719,1522,1522
1580181612,1502,1502
1580183531,1489,1489
1580185467,1411,1411
1580187372,1400,1400
1580189291,1391,1391
1580191268,1388,1388
1580193136,1374,1374
1580195324,1365,1365
1580197217,1354,1354
1580199151,1339,1339
1580201052,1315,1315
1580202980,1314,1314
1580204908,1343,1343
1580206824,1324,1324
1580208732,1313,1313
1580210668,1300,1300
1580212575,1234,1234
1580214491,1211,1211
1580216476,1190,1190
1580218343,1158,1158
1580220511,1126,1126
1580222430,1084,1084
1580224588,1044,1044
1580226761,999,999
1580228660,1523,1523
1580230586,2226,2226
1580232516,2200,2200
1580235385,2146,2146
1580237292,2124,2124
1580239226,2109,2109
1580241127,2081,2081
1580243049,2074,2074
1580245001,2052,2052
1580246891,2048,2048
1580248843,2063,2063
1580250750,2063,2063
1580252673,2037,2037
1580254571,2007,2007
1580256512,1999,1999
1580258411,1974,1974
1580260333,1957,1957
1580262264,1961,1961
1580264171,1959,1959
1580266093,1962,1962
1580268021,1961,1961
1580269931,1947,1947
1580271853,1948,1948
1580273795,1952,1952
1580275689,1955,1955
1580278570,1965,1965
1580280491,1967,1967
1580282419,1971,1971
1580284339,1969,1969
1580286255,1965,1965
1580288167,1969,1969
1580290089,1971,1971
1580292054,1963,1963
1580293942,1892,1892
1580296110,1878,1878
1580298015,1877,1877
1580299934,1876,1876
1580301862,1876,1876
1580303780,1872,1872
1580305708,1869,1869
1580307606,1866,1866
1580309533,1865,1865
1580311464,1864,1864
1580313375,1871,1871
1580315286,1191,1191
1580318178,556,556
1580320107,558,558
1580322010,552,552
1580323932,545,545
1580325876,539,539
1580327773,539,539
1580329701,533,533
1580331641,530,530
1580333536,531,531
1580335702,463,463
1580337613,441,441
1580339548,448,448
1580341450,537,537
1580343619,553,553
1580345527,547,547
1580347463,547,547
1580349368,547,547
1580351290,547,547
1580354172,547,547
1580356104,548,548
1580358007,549,549
1580359925,552,552
1580361863,549,549
1580363767,547,547
1580365933,547,547
1580368101,543,543
1580370011,570,570
1580371946,568,568
1580373846,568,568
1580375789,570,570
1580377721,569,569
1580379606,571,571
1580381528,576,576
1580383462,584,584
1580385368,1021,1021
1580387301,1371,1371
1580390186,2257,2257
1580392102,2857,2857
1580394023,3351,3351
1580395926,3719,3719
1580397864,4059,4059
1580399768,4392,4392
1580401687,4721,4721
1580404577,5417,5417
1580406748,6074,6074
1580408648,6563,6563
1580410567,7200,7200
1580412486,7663,7663
1580415373,8500,8500
1580417294,8912,8912
1580419223,9287,9287
1580421131,9668,9668
1580423063,9917,9917
1580424970,9916,9916
1580426885,9915,9915
1580429769,9885,9885
1580431694,9889,9889
1580433617,9889,9889
1580435527,9892,9892
1580437459,9890,9890
1580439372,9889,9889
1580441291,9891,9891
1580444171,9888,9888
1580446102,9887,9887
1580448010,9889,9889
1580449925,9892,9892
1580451735,9894,9894
1580453786,9895,9895
1580455694,9867,9867
1580458574,9863,9863
1580460757,9861,9861
1580462650,9859,9859
1580464584,9862,9862
1580466492,10193,10193
1580468463,10605,10605
1580470351,11000,11000
1580472517,11430,11430
1580474414,11876,11876
1580476362,12161,12161
1580478255,12158,12158
1580480174,12156,12156
1580482108,12157,12157
1580484011,12160,12160
1580485933,12158,12158
1580487871,12165,12165
1580489812,12164,12164
1580492897,12165,12165
1580494814,12169,12169
1580496750,12171,12171
1580498651,12166,12166
1580500586,12164,12164
1580502488,12161,12161
1580505372,12160,12160
1580507293,12157,12157
1580509240,12141,12141
1580511126,11712,11712
1580513047,11489,11489
1580514980,10968,10968
1580516889,10482,10482
1580519773,9743,9743
1580521938,9267,9267
1580523852,8948,8948
1580525782,8587,8587
1580527691,8314,8314
1580529651,7925,7925
1580531536,7516,7516
1580534410,6828,6828
1580536326,6366,6366
1580538262,5898,5898
1580540175,5287,5287
1580542100,4807,4807
1580544985,4124,4124
1580546890,3826,3826
1580548818,3500,3500
1580550728,3210,3210
1580552663,2788,2788
1580554569,2370,2370
1580556488,1961,1961
1580559400,1381,1381
1580561289,967,967
1580563230,791,791
1580565129,794,794
1580567059,798,798
1580568986,801,801
1580570887,837,837
1580572887,842,842
1580574746,836,836
1580576915,840,840
1580578813,847,847
1580580868,854,854
1580582670,857,857
1580584573,859,859
1580586495,862,862
1580588411,861,861
1580590334,863,863
1580592253,866,866
1580594174,871,871
1580596088,880,880
1580598087,901,901
1580599939,900,900
1580602101,902,902
1580604011,906,906
1580605944,911,911
1580607853,914,914
1580609773,920,920
1580611703,925,925
1580613612,931,931
1580615532,935,935
1580617468,932,932
1580619369,953,953
1580621287,932,932
1580623262,935,935
1580625131,940,940
1580627304,940,940
1580629215,991,991
1580631186,1043,1043
1580633059,993,993
1580634977,990,990
1580636917,991,991
1580638810,996,996
1580640745,1000,1000
1580642679,992,992
1580644570,988,988
1580646490,988,988
1580649622,989,989
1580651532,989,989
1580653471,1022,1022
1580655371,1036,1036
1580657297,1009,1009
1580659263,1005,1005
1580661139,1013,1013
1580663136,1010,1010
1580664975,1009,1009
1580666920,1010,1010
1580668824,1233,1233
1580670746,1408,1408
1580672669,1436,1436
1580674588,1444,1444
1580676738,1479,1479
1580678654,1494,1494
1580680607,1498,1498
1580682491,1496,1496
1580684479,1496,1496
1580686342,1505,1505
1580689223,1595,1595
1580691127,1597,1597
1580693067,1611,1611
1580694969,1628,1628
1580696890,1632,1632
1580698880,1640,1640
1580700753,1678,1678
1580702672,1724,1724
1580704583,1862,1862
1580706525,1979,1979
1580708413,1978,1978
1580710334,1981,1981
1580712259,1979,1979
1580714179,1978,1978
1580716113,1898,1898
1580718008,1880,1880
1580719930,1879,1879
1580721862,1862,1862
1580723772,1878,1878
1580725687,1875,1875
1580728573,1875,1875
1580730508,1877,1877
1580732411,1874,1874
1580734343,1875,1875
1580736266,1890,1890
1580738171,1877,1877
1580740089,1889,1889
1580743470,1871,1871
1580745369,1872,1872
1580747292,1864,1864
1580750173,1938,1938
1580752107,1960,1960
1580754008,1880,1880
1580755954,1565,1565
1580757870,1500,1500
1580759770,1498,1498
1580761689,1456,1456
1580763656,1451,1451
1580765532,1435,1435
1580767704,1435,1435
1580769611,1431,1431
1580771537,1433,1433
1580773478,1333,1333
1580775615,1346,1346
1580777540,1342,1342
1580779478,1329,1329
1580781468,1310,1310
1580783349,1308,1308
1580785337,1301,1301
1580787167,1264,1264
1580789063,1225,1225
1580790968,1086,1086
1580793165,955,955
1580795049,962,962
1580796974,962,962
1580798891,961,961
1580800830,965,965
1580802736,965,965
1580804653,962,962
1580806582,971,971
1580808489,979,979
1580810444,978,978
1580812451,980,980
1580814267,977,977
