DateTime,Entries,UniqueIPs
1579748195,95,95
1579750098,94,94
1579752226,95,95
1579754174,95,95
1579756131,93,93
1579758044,93,93
1579759972,97,97
1579761889,100,100
1579763779,103,103
1579765694,98,98
1579767638,97,97
1579769558,96,96
1579771481,93,93
1579773374,93,93
1579775296,96,96
1579777547,96,96
1579779386,95,95
1579781571,94,94
1579783457,93,93
1579785429,91,91
1579787338,92,92
1579789222,92,92
1579792119,94,94
1579794018,96,96
1579795978,95,95
1579797853,95,95
1579800020,94,94
1579801939,94,94
1579803856,93,93
1579805775,95,95
1579807720,93,93
1579809794,95,95
1579811770,95,95
1579813697,95,95
1579815613,94,94
1579817555,92,92
1579819454,94,94
1579821624,88,88
1579823533,88,88
1579825456,87,87
1579827374,89,89
1579829303,88,88
1579831483,89,89
1579833381,85,85
1579835314,86,86
1579837216,88,88
1579839136,88,88
1579841055,90,90
1579843014,91,91
1579844895,88,88
1579846815,86,86
1579848730,84,84
1579850655,85,85
1579852572,88,88
1579854494,89,89
1579856642,89,89
1579858603,94,94
1579860531,93,93
1579862420,92,92
1579864334,91,91
1579866261,93,93
1579868220,91,91
1579870104,91,91
1579872065,90,90
1579873963,91,91
1579875884,90,90
1579877829,88,88
1579879729,88,88
1579881871,90,90
1579883779,90,90
1579887624,89,89
1579889545,89,89
1579891468,89,89
1579893635,94,94
1579895537,96,96
1579897481,94,94
1579899379,95,95
1579901299,94,94
1579903354,96,96
1579905384,90,90
1579907249,91,91
1579909231,91,91
1579911141,92,92
1579913079,89,89
1579914977,89,89
1579916913,89,89
1579918813,84,84
1579920731,82,82
1579922699,80,80
1579924577,79,79
1579926492,80,80
1579929404,78,78
1579931316,81,81
1579933219,80,80
1579935135,80,80
1579937071,78,78
1579938976,74,74
1579940916,74,74
1579944010,79,79
1579946178,79,79
1579948095,78,78
1579950242,76,76
1579952187,75,75
1579954112,73,73
1579956012,74,74
1579957951,76,76
1579959852,75,75
1579961777,78,78
1579963734,79,79
1579965609,80,80
1579967530,79,79
1579969478,80,80
1579971393,81,81
1579973311,83,83
1579975385,83,83
1579977373,84,84
1579979315,84,84
1579981211,84,84
1579983152,84,84
1579985067,85,85
1579986981,88,88
1579988894,90,90
1579990832,90,90
1579992731,93,93
1579994657,93,93
1579998504,96,96
1580000664,95,95
1580002583,97,97
1580004502,99,99
1580006414,100,100
1580008346,100,100
1580010258,101,101
1580012228,101,101
1580014144,103,103
1580016017,104,104
1580017978,104,104
1580021772,106,106
1580023697,105,105
1580025848,108,108
1580027784,106,106
1580029727,104,104
1580031616,104,104
1580033578,100,100
1580035459,99,99
1580037402,155,155
1580039307,580,580
1580041256,1015,1015
1580043133,1014,1014
1580045066,1016,1016
1580046974,1013,1013
1580048890,1015,1015
1580050978,1015,1015
1580053234,1016,1016
1580055149,1015,1015
1580057073,1015,1015
1580058984,1016,1016
1580060898,1017,1017
1580062833,1017,1017
1580064737,1018,1018
1580066662,1019,1019
1580068591,1020,1020
1580070504,1021,1021
