DateTime,Entries,UniqueIPs
1579559054,54,54
1579560973,53,53
1579562920,55,55
1579564946,55,55
1579566971,53,53
1579568892,52,52
1579570841,51,51
1579572763,52,52
1579574678,51,51
1579576608,50,50
1579578556,48,48
1579580413,49,49
1579582331,51,51
1579584253,50,50
1579586178,51,51
1579588093,49,49
1579591001,46,46
1579592899,46,46
1579594820,49,49
1579596737,51,51
1579598726,49,49
1579600587,47,47
1579602498,43,43
1579604574,43,43
1579606572,42,42
1579608490,39,39
1579610412,40,40
1579612338,40,40
1579616429,40,40
1579618337,40,40
1579620268,39,39
1579622177,38,38
1579624103,37,37
1579626276,36,36
1579632016,35,35
1579633938,34,34
1579635857,34,34
1579639932,35,35
1579643773,35,35
1579645693,36,36
1579649775,35,35
1579651692,34,34
1579653619,32,32
1579655539,31,31
1579657456,31,31
1579659377,30,30
1579661299,29,29
1579663231,31,31
1579665149,32,32
1579667083,31,31
1579668991,33,33
1579670892,32,32
1579673785,31,31
1579675698,33,33
1579677629,34,34
1579679531,34,34
1579681459,31,31
1579683385,31,31
1579685295,33,33
1579687379,35,35
1579689632,37,37
1579691567,37,37
1579693482,36,36
1579695392,35,35
1579699225,35,35
1579704982,35,35
1579706926,37,37
1579709105,38,38
1579716984,39,39
1579719145,40,40
1579721059,41,41
1579722993,41,41
1579724898,42,42
1579727157,41,41
1579728979,40,40
1579730926,41,41
1579732832,41,41
1579734735,42,42
1579736698,41,41
1579742448,42,42
1579744358,42,42
1579746264,45,45
1579748195,48,48
1579750099,48,48
1579752236,51,51
1579754174,49,49
1579756131,50,50
1579758044,51,51
1579759973,54,54
1579761889,54,54
1579765694,53,53
1579767639,53,53
1579769559,55,55
1579771481,52,52
1579773375,53,53
1579775296,51,51
1579777551,54,54
1579779387,55,55
1579781572,57,57
1579783458,58,58
1579785429,59,59
1579791215,58,58
1579793061,57,57
1579795001,55,55
1579802897,54,54
1579804819,55,55
1579807020,54,54
1579810815,52,52
1579812744,53,53
1579816596,54,54
1579818495,53,53
1579820715,52,52
1579822588,53,53
1579824493,54,54
1579826413,55,55
1579828339,56,56
1579830251,56,56
1579832194,54,54
1579834097,51,51
1579836027,50,50
1579837940,47,47
1579839892,45,45
1579843719,44,44
1579845880,41,41
1579847790,38,38
1579849717,39,39
1579853541,40,40
1579855459,38,38
1579857410,37,37
1579859294,35,35
1579863138,34,34
1579865080,31,31
1579866975,31,31
1579868893,31,31
1579871098,29,29
1579873067,30,30
1579874933,32,32
1579876830,32,32
1579878760,31,31
1579880796,32,32
1579882830,31,31
1579884735,32,32
1579888594,33,33
1579892607,32,32
1579894825,34,34
1579896996,35,35
1579898917,34,34
1579902740,33,33
1579904722,34,34
1579906625,35,35
1579908670,34,34
1579910665,33,33
1579912575,32,32
1579914758,30,30
1579916656,29,29
1579918577,31,31
1579922446,32,32
1579924354,33,33
1579926256,34,34
1579928237,34,34
1579930097,33,33
1579932284,32,32
1579934186,33,33
1579936100,33,33
1579938025,34,34
1579939958,34,34
1579941854,35,35
1579943837,35,35
1579949555,37,37
1579951479,40,40
1579953399,39,39
