DateTime,AddedIPs,RemovedIPs
1579832200,753,80
1579834123,941,71
1579836031,730,365
1579837944,868,82
1579839895,744,68
1579841806,881,70
1579843724,576,57
1579845911,838,73
1579847795,689,84
1579849721,664,106
1579851626,709,71
1579853547,579,79
1579855479,712,79
1579857417,716,90
1579859320,768,123
1579861219,625,271
1579863142,273,205
1579865084,99,280
1579866979,69,192
1579868897,66,213
1579871145,83,624
1579873100,72,1052
1579874939,73,276
1579876836,73,320
1579878764,68,282
1579880800,84,332
1579882834,224,290
1579884740,345,374
1579886659,329,322
1579888601,334,343
1579890497,276,299
1579892743,342,407
1579894829,383,418
1579896999,347,332
1579898921,298,329
1579900826,257,318
1579902743,348,374
1579904725,333,313
1579906631,360,730
1579908673,156,287
1579910770,231,325
1579912578,336,571
1579914761,363,667
1579916659,325,736
1579918580,280,766
1579920515,328,993
1579922451,239,796
1579924357,246,902
1579926259,253,754
1579928240,360,946
1579930100,443,598
1579932341,610,886
1579934189,523,716
1579936104,402,689
1579938037,618,753
1579939970,700,651
1579941857,700,720
1579943842,673,787
1579945740,829,791
1579947645,703,655
1579949558,679,266
1579951483,684,104
1579953403,810,73
1579955299,436,62
1579957510,922,93
1579959404,865,75
1579961316,659,70
1579963255,818,63
1579965165,793,80
1579967069,783,88
1579968983,805,183
1579970925,718,337
1579972833,687,314
1579974749,94,314
1579976695,106,311
1579978613,81,347
1579980541,108,312
1579982722,103,340
1579984596,104,298
1579986510,71,274
1579988426,74,344
1579990360,75,300
1579992284,82,369
1579994183,75,243
1579996107,77,191
1579998270,110,331
1580000175,107,341
1580002113,104,290
1580004371,90,384
1580006187,67,289
1580008127,75,266
1580010033,88,241
1580011959,74,238
1580013857,96,312
1580015785,70,415
1580017717,63,579
1580019688,104,535
1580021534,94,438
1580023474,85,432
1580025390,87,799
1580027296,97,618
1580029527,101,797
1580031386,95,794
1580033306,85,729
1580035219,80,674
1580037154,103,719
1580039091,496,862
1580040989,783,443
1580042981,207,780
1580044820,199,775
1580046734,247,822
1580048669,227,673
1580050576,235,871
1580052496,171,716
1580054727,226,922
1580056582,271,749
1580058522,325,684
1580060436,325,364
1580062340,230,110
1580064274,238,128
1580066182,200,97
1580068106,210,113
1580070034,204,92
1580071935,220,131
1580073863,278,99
1580075827,477,114
1580077695,377,73
1580079775,361,89
1580081773,219,107
1580083718,222,135
1580085620,266,112
1580087536,244,99
1580089531,256,82
1580091384,224,76
1580093299,274,114
1580095232,237,84
1580097144,264,84
1580099058,299,89
1580100984,281,89
1580102892,235,83
1580105009,258,140
1580106979,270,100
1580108915,188,128
1580110823,227,120
1580112739,222,119
1580114669,248,113
1580116578,224,123
1580118742,443,106
1580120665,341,85
1580122589,335,84
1580124499,333,228
1580127418,683,1152
1580129548,601,243
1580131484,519,240
1580133398,615,262
1580135299,605,211
1580137419,803,259
1580139372,745,241
1580142260,757,399
1580144189,766,266
1580146095,597,205
1580148217,768,213
1580150174,609,228
1580152142,577,213
1580154018,683,186
1580155935,572,208
1580157878,669,232
1580159777,579,305
1580161708,743,300
1580163613,593,286
