DateTime,AddedIPs,RemovedIPs
1579773158,92,637
1579775066,205,0
1579776969,176,0
1579779163,185,0
1579781141,132,2
1579782974,199,0
1579784929,234,0
1579786846,295,1
1579788767,249,0
1579790766,248,1
1579792607,220,0
1579794497,279,0
1579796432,154,0
1579798363,324,0
1579800262,14,0
1579802212,7,0
1579804098,3,0
1579806218,3,0
1579808168,5,0
1579810113,3,0
1579812018,2,0
1579813936,2,0
1579815851,1,0
1579817809,4,0
1579819696,6,0
1579821621,2,1
1579823530,3,0
1579825453,1,3
1579829300,2,0
1579833138,0,1
1579836024,1,1
1579839888,2,0
1579841792,0,2
1579845703,2,0
1579847539,1,0
1579849516,1,0
1579853307,1,1
1579855244,3,0
1579857136,2,0
1579859086,0,23
1579861026,0,253
1579862924,2,125
1579864819,2,243
1579866761,0,110
1579868682,162,152
1579870574,253,244
1579872493,0,244
1579874517,0,271
1579876340,0,198
1579878188,0,220
1579880440,4,261
1579882585,101,192
1579884491,268,305
1579886428,238,58
1579888338,280,5
1579890253,247,3
1579892210,327,3
1579894095,274,4
1579896236,272,2
1579898200,240,2
1579900091,209,2
1579902013,280,0
1579903958,108,2
1579905854,1,8
1579907788,2,2
1579909694,1,2
1579911625,0,2
1579913532,1,0
1579923387,2,0
1579925320,1,0
1579927212,1,0
1579929174,1,0
1579932972,1,3
1579934912,1,0
1579936846,0,1
1579938728,1,0
1579942568,1,0
1579944491,1,0
1579947430,1,0
1579951210,0,1
1579955070,0,9
1579956969,0,58
1579960982,1,0
1579962985,1,0
1579966815,1,4
1579968752,0,77
1579970601,1,257
1579972596,0,240
1579974530,1,280
1579976422,0,252
1579978329,1,316
1579980252,2,285
1579982182,2,274
1579984089,0,211
1579986041,0,257
1579987949,0,239
1579989913,1,180
1579991772,2,0
1579993702,1,1
1579995610,0,1
1579999706,1,0
1580003529,1,0
1580009294,1,1
1580012225,1,1
1580014142,2,0
1580016015,1,1
1580019862,1,0
1580021770,1,0
1580026607,3,0
1580028508,1,0
1580032329,1,0
1580034286,1,0
1580036178,0,468
1580040151,2,0
1580042182,44,0
1580044094,154,0
1580046011,175,0
1580047947,146,1
1580049859,160,1
1580051782,161,0
1580053693,154,1
1580055643,159,1
1580057531,169,0
1580059453,148,1
1580061388,175,0
1580063291,161,1
1580065356,167,0
1580067172,151,2
1580069093,161,2
1580070973,172,0
1580072923,170,0
1580074814,176,0
1580076733,152,1
1580078974,68,2
1580080821,1,1
1580082736,1,0
1580084685,2,0
1580086584,4,1
1580088493,2,0
1580090594,0,1
1580094514,1,1
1580096435,1,1
1580098338,2,0
1580100264,0,1
1580102200,1,2
1580104097,1,0
1580106023,1,1
1580107929,1,0
1580109857,1,0
1580111795,0,1
1580113691,0,1
